title,author,rating,summary,genres,cover_url,url
The Virgin Suicides,Jeffrey Eugenides,3.79,"The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives. Twenty years on, their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence: the brassiere draped over a crucifix belonging to the promiscuous Lux; the sisters' breathtaking appearance on the night of the dance; and the sultry, sleepy street across which they watched a family disintegrate and fragile lives disappear.","['Fiction', 'Young Adult', 'Literary Fiction', 'Coming Of Age', 'Mental Health', 'Contemporary', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1319032910i/10956.jpg,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides
American Psycho,Bret Easton Ellis,3.81,"Patrick Bateman is twenty-six and works on Wall Street. He is handsome, sophisticated, charming and intelligent. He is also a psychopath. Taking us to head-on collision with America's greatest dreamand its worst nightmareAmerican Psycho is a bleak, bitter, black comedy about a world we all recognize but do not wish to confront.","['Fiction', 'Horror', 'Classics', 'Thriller', 'Crime', 'Contemporary', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1436934349i/28676.jpg,https://www.goodreads.com/book/show/28676.American_Psycho
The Reader,Bernhard Schlink,3.78,"Hailed for its coiled eroticism and the moral claims it makes upon the reader, this mesmerizing novel is a story of love and secrets, horror and compassion, unfolding against the haunted landscape of postwar Germany.When he falls ill on his way home from school, fifteen-year-old Michael Berg is rescued by Hanna, a woman twice his age. In time she becomes his loverthen she inexplicably disappears. When Michael next sees her, he is a young law student, and she is on trial for a hideous crime. As he watches her refuse to defend her innocence, Michael gradually realizes that Hanna may be guarding a secret she considers more shameful than murder.","['Fiction', 'Historical Fiction', 'Classics', 'German Literature', 'Romance', 'Holocaust', 'Historical']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1735039201i/101299.jpg,https://www.goodreads.com/book/show/101299.The_Reader
A Time to Kill,John Grisham,4.12,"This is an alternate cover edition for ISBN 9780385338608 Before The Firm and The Pelican Brief made him a superstar, John Grisham wrote this riveting story of retribution and justice. In this searing courtroom drama, best-selling author John Grisham probes the savage depths of racial violence, as he delivers a compelling tale of uncertain justice in a small southern town, Clanton, Mississippi. The life of a ten-year-old girl is shattered by two drunken and remorseless young men. The mostly white town reacts with shock and horror at the inhuman crime. That is, until her black father acquires an assault rifle and takes matters into his hands. For ten days, as burning crosses and the crack of sniper fire spread through the streets of Clanton, the nation sits spellbound as young defense attorney Jake Brigance struggles to save his client's life, and then his own.","['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554303029i/32542.jpg,https://www.goodreads.com/book/show/32542.A_Time_to_Kill
The Neverending Story,Michael Ende,4.18,"This epic work of the imagination has captured the hearts of millions of readers worldwide since it was first published. Its special story within a story is an irresistible invitation for readers to become part of the book itself. The story begins with a lonely boy named Bastian and the strange book that draws him into the beautiful but doomed world of Fantastica. Only a human can save this enchanted place by giving its ruler, the Childlike Empress, a new name. But the journey to her tower leads through lands of dragons, giants, monsters, and magic, and once Bastian begins his quest, he may never return. As he is drawn deeper into Fantastica, he must find the courage to face unspeakable foes and the mysteries of his own heart. Readers, too, can travel to the wondrous, unforgettable world of Fantastica if they will just turn the page...","['Young Adult', 'Childrens', 'Adventure', 'Classics', 'German Literature', 'Middle Grade', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1554230952i/27712.jpg,https://www.goodreads.com/book/show/27712.The_Neverending_Story
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.25,"Now a special 30th-anniversary edition in both hardcover and paperback, the classic bestselling history The New York Times called ""Original, remarkable, and finally heartbreaking...Impossible to put down.""Bury My Heart at Wounded Knee is Dee Brown's eloquent, fully documented account of the systematic destruction of the American Indian during the second half of the nineteenth century. A national bestseller in hardcover for more than a year after its initial publication, it has sold almost four million copies and has been translated into seventeen languages. For this elegant thirtieth-anniversary editionpublished in both hardcover and paperbackBrown has contributed an incisive new preface.Using council records, autobiographies, and firsthand descriptions, Brown allows the great chiefs and warriors of the Dakota, Ute, Sioux, Cheyenne, and other tribes to tell us in their own words of the battles, massacres, and broken treaties that finally left them demoralized and defeated. A unique and disturbing narrative told with force and clarity, Bury My Heart at Wounded Knee changed forever our vision of how the West was really won.","['History', 'Nonfiction', 'Native American', 'American History', 'Classics', 'Historical', 'Indigenous']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401.jpg,https://www.goodreads.com/book/show/76401.Bury_My_Heart_at_Wounded_Knee
The Magus,John Fowles,4.05,"This daring literary thriller, rich with eroticism and suspense, is one of John Fowles's best-loved and bestselling novels and has contributed significantly to his international reputation as a writer of the first degree. At the center of The Magus is Nicholas Urfe, a young Englishman who accepts a teaching position on a remote Greek island, where he befriends a local millionaire. The friendship soon evolves into a deadly game, in which reality and fantasy are deliberately manipulated, and Nicholas finds that he must fight not only for his sanity but for his very survival.","['Fiction', 'Fantasy', 'Mystery', 'Literature', 'Novels', 'Literary Fiction', 'Greece']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441323311i/16286.jpg,https://www.goodreads.com/book/show/16286.The_Magus
All the King's Men,Robert Penn Warren,4.09,"All the King's Men is a 1946 novel by Robert Penn Warren. Its title is drawn from the nursery rhyme ""Humpty Dumpty"". The novel tells the story of charismatic populist governor Willie Stark and his political machinations in the Depression-era Deep South. It is commonly thought to have been loosely inspired by the real-life story of U.S. Senator Huey P. Long, who was assassinated in 1935. Warren won the Pulitzer Prize for All the King's Men in 1947. The novel has received critical acclaim and remained perennially popular since its first publication. It was rated the 36th greatest novel of the 20th century by Modern Library, and it was chosen as one of Time magazine's 100 best novels since 1923. All the King's Men portrays the dramatic and theatrical political rise and governorship of Willie Stark, a cynical populist in the 1930s American South.","['Fiction', 'Classics', 'Historical Fiction', 'Politics', 'Literature', 'Novels', 'Literary Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1342193852i/5527.jpg,https://www.goodreads.com/book/show/5527.All_the_King_s_Men
"I, Robot",Isaac Asimov,4.21,"Isaac Asimov's I, Robot launches readers on an adventure into a not-so-distant future where man and machine , struggle to redefinelife, love, and consciousnessand where the stakes are nothing less than survival. Filled with unforgettable characters, mind-bending speculation, and nonstop action, I, Robot is a powerful reading experience from one of the master storytellers of our time. I, ROBOT They mustn't harm a human being, they must obey human orders, and they must protect their own existence...but only so long as that doesn't violate rules one and two. With these Three Laws of Robotics, humanity embarked on perhaps its greatest adventure: the invention of the first positronic man. It was a bold new era of evolution that would open up enormous possibilitiesand unforeseen risks. For the scientists who invented the earliest robots weren't content that their creations should ' remain programmed helpers, companions, and semisentient worker-machines. And soon the robots themselves; aware of their own intelligence, power, and humanity, aren't either. As humans and robots struggle to survive togetherand sometimes against each otheron earth and in space, the future of both hangs in the balance. Human men and women confront robots gone mad, telepathic robots, robot politicians, and vast robotic intelligences that may already secretly control the world. And both are asking the same questions: What is human? And is humanity obsolete? In l, Robot Isaac Asimov changes forever our perception of robots, and human beings and updates the timeless myth of man's dream to play god. with all its rewardsand terrors.--front flap","['Science Fiction', 'Fiction', 'Classics', 'Short Stories', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1609035271i/41804.jpg,https://www.goodreads.com/book/show/41804.I_Robot
Neverwhere,Neil Gaiman,4.17,"Under the streets of London there's a world most people could never even dream of. A city of monsters and saints, murderers and angels, knights in armour and pale girls in black velvet. ""Neverwhere"" is the London of the people who have fallen between the cracks.Strange destinies lie in wait in London below - a world that seems eerily familiar. But a world that is utterly bizarre, peopled by unearthly characters such as the Angel called Islington, the girl named Door, and the Earl who holds Court on a tube train.Now a single act of kindness has catapulted young businessman Richard Mayhew out of his safe and predictable life - and into the realms of ""Neverwhere."" Richard is about to find out more than he ever wanted to know about this other London. Which is a pity. Because Richard just wants to go home...","['Fantasy', 'Fiction', 'Urban Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Horror', 'Science Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348747943i/14497.jpg,https://www.goodreads.com/book/show/14497.Neverwhere
The Hours,Michael Cunningham,3.95,"The Pulitzer Prize-winning novel that became a motion picture starring Meryl Streep, Julianne Moore, and Nicole Kidman, directed by Stephen Daldry from a screenplay by David Hare.In The Hours, Michael Cunningham, widely praised as one of the most gifted writers of his generation, draws inventively on the life and work of Virginia Woolf to tell the story of a group of contemporary characters struggling with the conflicting claims of love and inheritance, hope and despair. The narrative of Woolf's last days before her suicide early in World War II counterpoints the fictional stories of Samuel, a famous poet whose life has been shadowed by his talented and troubled mother, and his lifelong friend Clarissa, who strives to forge a balanced and rewarding life in spite of the demands of friends, lovers, and family.Passionate, profound, and deeply moving, this is Cunningham's most remarkable achievement to date.","['Fiction', 'Historical Fiction', 'Contemporary', 'Literary Fiction', 'LGBT', 'Classics', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479663379i/11899.jpg,https://www.goodreads.com/book/show/11899.The_Hours
The BFG,Roald Dahl,4.23,"Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. When Sophie hears that they are flush-bunking off in England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!","['Fantasy', 'Childrens', 'Fiction', 'Middle Grade', 'Young Adult', 'Humor', 'Adventure']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327872673i/6319.jpg,https://www.goodreads.com/book/show/6319.The_BFG
The Bluest Eye,Toni Morrison,4.12,"The Bluest Eye is Toni Morrison's first novel, a book heralded for its richness of language and boldness of vision. Set in the author's girlhood hometown of Lorain, Ohio, it tells the story of black, eleven-year-old Pecola Breedlove. Pecola prays for her eyes to turn blue so that she will be as beautiful and beloved as all the blond, blue-eyed children in America. In the autumn of 1941, the year the marigolds in the Breedloves' garden do not bloom. Pecola's life does changein painful, devastating ways. With its vivid evocation of the fear and loneliness at the heart of a child's yearning, and the tragedy of its fulfillment. The Bluest Eye remains one of Toni Morrison's most powerful, unforgettable novels- and a significant work of American fiction.","['Fiction', 'Classics', 'Historical Fiction', 'Banned Books', 'Race', 'African American', 'Literary Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388208495i/11337.jpg,https://www.goodreads.com/book/show/11337.The_Bluest_Eye
The Firm,Robin Waterfield,4.06,"Adaptation for younger readers.
Mitch McDeere is a young, intelligent and ambitious lawyer. When he gets a job with a top tax law firm in Memphis, he is delighted. But he quickly becomes suspicious after mysterious deaths, obsessive office security, and the Chicago mob figure into its operations. The situation only escalates when Mitch discovers that the firm is listening in on his phone calls and that the FBI want to speak to him. Money and power has a price  and it could be Mitch's life.
Adaptation Notes
This adaptation is a simplified text designed in association with world famous educational publishers, to provide a step-by-step approach to the joys of reading for pleasure. The series include original stories, contemporary titles based on today's best-selling media hits, and easily accessible versions of the literary classics from around the world. Each book has an introduction and extensive activity material. They are published at different levels for readers of all skill levels.Series Editors: Andy Hopkins and Jocelyn Potter
Book Details:
- Difficulty: Level 5 - Upper Intermediate (2300 words)- Category: Contemporary- Dialect: British English","['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Legal Thriller']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1418465200i/5358.jpg,https://www.goodreads.com/book/show/5358.The_Firm
Revolutionary Road,Richard Yates,3.93,"In the hopeful 1950s, Frank and April Wheeler appear to be a model American couple: bright, beautiful, talented, with two young children and a starter home in the suburbs. Perhaps they married too young and started a family too early. Maybe Frank's job is dull. And April never saw herself as a housewife. Yet they have always lived on the assumption that greatness is only just around the corner. But now that certainty is now about to crumble. With heartbreaking compassion and remorseless clarity, Richard Yates shows how Frank and April mortgage their spiritual birthright, betraying not only each other, but their best selves.","['Fiction', 'Classics', 'Historical Fiction', 'Novels', 'American', 'Literary Fiction', 'Literature']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1650108910i/48328.jpg,https://www.goodreads.com/book/show/48328.Revolutionary_Road
The Power of One,Bryce Courtenay,4.35,"In 1939, as Hitler casts his enormous, cruel shadow across the world, the seeds of apartheid take root in South Africa. There, a boy called Peekay is born. His childhood is marked by humiliation and abandonment, yet he vows to survive and conceives heroic dreams, which are nothing compared to what life actually has in store for him. He embarks on an epic journey through a land of tribal superstition and modern prejudice where he will learn the power of words, the power to transform lives and the power of one.","['Fiction', 'Historical Fiction', 'Africa', 'Classics', 'South Africa', 'Coming Of Age', 'Historical']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388184360i/122.jpg,https://www.goodreads.com/book/show/122.The_Power_of_One
The Left Hand of Darkness,Ursula K. Le Guin,4.1,"A groundbreaking work of science fiction, The Left Hand of Darkness tells the story of a lone human emissary to Winter, an alien world whose inhabitants spend most of their time without a gender. His goal is to facilitate Winter's inclusion in a growing intergalactic civilization. But to do so he must bridge the gulf between his own views and those of the completely dissimilar culture that he encounters.Embracing the aspects of psychology, society, and human emotion on an alien world, The Left Hand of Darkness stands as a landmark achievement in the annals of intellectual science fiction.","['Science Fiction', 'Fiction', 'Fantasy', 'Classics', 'Science Fiction Fantasy', 'Speculative Fiction', 'Queer']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1488213612i/18423.jpg,https://www.goodreads.com/book/show/18423.The_Left_Hand_of_Darkness
A Passage to India,E.M. Forster,3.68,"When Adela Quested and her elderly companion Mrs Moore arrive in the Indian town of Chandrapore, they quickly feel trapped by its insular and prejudiced 'Anglo-Indian' community. Determined to escape the parochial English enclave and explore the 'real India', they seek the guidance of the charming and mercurial Dr Aziz, a cultivated Indian Muslim. But a mysterious incident occurs while they are exploring the Marabar caves with Aziz, and the well-respected doctor soon finds himself at the centre of a scandal that rouses violent passions among both the British and their Indian subjects. A masterful portrait of a society in the grip of imperialism, A Passage to India compellingly depicts the fate of individuals caught between the great political and cultural conflicts of the modern world. In his introduction, Pankaj Mishra outlines Forster's complex engagement with Indian society and culture. This edition reproduces the Abinger text and notes, and also includes four of Forster's essays on India, a chronology and further reading.","['Fiction', 'Historical Fiction', 'Classics', 'Literature', 'Novels', 'British Literature', '20th Century']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1421883612i/45195.jpg,https://www.goodreads.com/book/show/45195.A_Passage_to_India
Breakfast at Tiffany's and Three Stories,Truman Capote,3.85,"Holly Golightly knows that nothing bad can ever happen to you at Tiffany's.In this seductive, wistful masterpiece, Capote created a woman whose name has entered the American idiom and whose style is a part of the literary landscapeher poignancy, wit, and navet continue to charm.It's New York in the 1940s, where the martinis flow from cocktail hour till breakfast at Tiffany's... And nice girls don't, except, of course, Holly Golightly. Pursued by Mafia gangsters and playboy millionaires, Holly is a fragile eyeful of tawny hair and turned-up nose, a heart-breaker, a perplexer, a traveler, a tease. She is irrepressibly 'top banana in the shock department', and one of the shining flowers of American fiction.Also included are three of Capote's best-known stories: House of Flowers - Ottilie is entranced by a beautiful young man, and leaves her life and friends to live with him and his old grandmother, who seems to hate her. A Diamond Guitar - Hear the story of the prized possession of a younger prison inmate, a rhinestone-studded guitar. A Christmas Memory - A poignant tale of two innocentsa small boy and the old woman who is his best friendwhose sweetness contains a hard, sharp kernel of truth.","['Fiction', 'Short Stories', 'Classics', 'Romance', 'American', 'Literature', 'New York']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1477015353i/251688.jpg,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories
The Chosen,Chaim Potok,4.07,"It is the now-classic story of two fathers and two sons and the pressures on all of them to pursue the religion they share in the way that is best suited to each. And as the boys grow into young men, they discover in the other a lost spiritual brother, and a link to an unexplored world that neither had ever considered before. In effect, they exchange places, and find the peace that neither will ever retreat from again. . . .","['Fiction', 'Classics', 'Historical Fiction', 'Young Adult', 'Jewish', 'Religion', 'School']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1403191327i/187181.jpg,https://www.goodreads.com/book/show/187181.The_Chosen
A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,4.17,"This now classic book revealed Flannery O'Connor as one of the most original and provocative writers to emerge from the South. Her apocalyptic vision of life is expressed through grotesque, often comic situations in which the principal character faces a problem of salvation: the grandmother, in the title story, confronting the murderous Misfit; a neglected four-year-old boy looking for the Kingdom of Christ in the fast-flowing waters of the river; General Sash, about to meet the final enemy. Stories include:""A Good Man Is Hard to Find""""The River""""The Life You Save May Be Your Own""""A Stroke of Good Fortune""""A Temple of the Holy Ghost""""The Artificial Nigger""""A Circle in the Fire""""A Late Encounter with the Enemy""""Good Country People""""The Displaced Person""1955 Flannery O'Connor; 1954, 1953, 1948 by Flannery O'Connor; renewed 1983, 1981 by Regina O'Connor; renewed 1976 by Mrs. Edward F. O'Connor; (P)2010 Blackstone Audio, Inc.","['Short Stories', 'Fiction', 'Classics', 'Southern Gothic', 'Literature', 'Southern', 'Gothic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388251628i/48464.jpg,https://www.goodreads.com/book/show/48464.A_Good_Man_Is_Hard_to_Find_and_Other_Stories
"Cry, the Beloved Country",Alan Paton,3.92,"Cry, the Beloved Country, the most famous and important novel in South Africas history, was an immediate worldwide bestseller in 1948. Alan Patons impassioned novel about a black mans country under white mans law is a work of searing beauty.Cry, the beloved country, for the unborn child that is the inheritor of our fear. Let him not love the earth too deeply. Let him not laugh too gladly when the water runs through his fingers, nor stand too silent when the setting sun makes red the veld with fire. Let him not be too moved when the birds of his land are singing, nor give too much of his heart to a mountain or valley. For fear will rob him of all if he gives too much.The eminent literary critic Lewis Gannett wrote, We have had many novels from statesmen and reformers, almost all bad; many novels from poets, almost all thin. In Alan Patons Cry, the Beloved Country the statesman, the poet and the novelist meet in a unique harmony. Cry, the Beloved Country is the deeply moving story of the Zulu pastor Stephen Kumalo and his son, Absalom, set against the background of a land and a people riven by racial injustice. Remarkable for its lyricism, unforgettable for character and incident, Cry, the Beloved Country is a classic work of love and hope, courage and endurance, born of the dignity of man.","['Fiction', 'Classics', 'Historical Fiction', 'South Africa', 'Literature', 'School', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344182368i/6150.jpg,https://www.goodreads.com/book/show/6150.Cry_the_Beloved_Country
"Foundation / Foundation and Empire / Second Foundation / The Stars, Like Dust / The Naked Sun / I, Robot",Isaac Asimov,4.4,"In this landmark of imaginative fiction, winner of a special Hugo Award as Best All Time Science Fiction Series, Asimov has brilliantly conceived a whole new world for mankind, set far in the future and spanning a period of more than a thousand years.Foundation, describes how one man creates a new force for civilised life as the old Galactic Empire crumbles into barbarism.Foundation and Empire is the story of the mighty conflict for mastery of the stars between these two major powers.Second FoundationA new and even more terrifying threat to the future of humanity arises in the form of a dangerous mutant, capable of manipulating men's minds and destroying the universe. . .The Stars, Like DustA masterpiece of suspense and drama: Biron Farrill sets out on a dangerous quest through the galaxies to find ""Rebellion World"" and its key to man's future peace.The Naked SunEarth's very existence is at stake when a murder takes place on power-hungry Solaria. One of the greatest detective stories in the science fiction canon.I, RobotThe classic vision of a future where robots are so sophisticated that mankind is threatened with redundancy. Stories include: Robbie, Runaround, Reason, Catch That Rabbit, Liar!, Little Lost Robot, Escape!, Evidence, and The Evitable Conflict.","['Science Fiction', 'Fiction', 'Classics', 'Fantasy', 'Science Fiction Fantasy', 'Space Opera', 'Philosophy']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1276813611i/278097.jpg,https://www.goodreads.com/book/show/278097.Foundation_Foundation_and_Empire_Second_Foundation_The_Stars_Like_Dust_The_Naked_Sun_I_Robot
The Last Battle,C.S. Lewis,4.01,"For the first time, an edition of Lewis's classic fantasy fiction packaged specifically for adults. Complementing the look of the author's non-fiction books, and anticipating the forthcoming Narnia feature films, this edition contains an exclusive ""P.S."" section about the history of the book, plus a round-up of the first six titles. The last days of Narnia, and all hope seems lost as lies and treachery interweave to threaten the destruction of everything. As the battle lines are drawn, old friends are summoned back to Narnia, though none can predict the outcome in this magnificent ending to the famous series. On 9 December 2005, Andrew (Shrek) Adamson's live-action film adaptation of The Lion, the Witch and the Wardrobe will be released by Disney, and it is already being hailed as the biggest film franchise of all time, guaranteed to appeal to adults and children across the globe. The second film is already in development. Sporting breathtaking new photographic covers, these new adult editions of the seven Chronicles of Narnia now give everyone an opportunity to experience the adventures in their original form. Re-live your childhood fantasies or discover for the first time what everyone will be talking about by Christmas and savour some of the best-loved stories ever written.","['Fantasy', 'Fiction', 'Classics', 'Young Adult', 'Childrens', 'Christian', 'Adventure']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1308814830i/84369.jpg,https://www.goodreads.com/book/show/84369.The_Last_Battle
The Witching Hour,Anne Rice,4.1,"From the author of the extraordinary Vampire Chronicles comes a huge, hypnotic novel of witchcraft and the occult through four centuries.Demonstrating, once again, her gift for spellbinding storytelling and the creation of legend, Anne Rice makes real for us a great dynasty of witchesa family given to poetry and to incest, to murder and to philosophy; a family that, over the ages, is itself haunted by a powerful, dangerous, and seductive being.On the veranda of a great New Orleans house, now faded, a mute and fragile woman sits rocking... and The Witching Hour begins.It begins in our time with a rescue at sea.Rowan Mayfair, a beautiful woman, a brilliant practitioner of neurosurgeryaware that she has special powers but unaware that she comes from an ancient line of witchesfinds the drowned body of a man off the coast of California and brings him to life.He is Michael Curry, who was born in New Orleans and orphaned in childhood by fire on Christmas Eve, who pulled himself up from poverty, and who now, in his brief interval of death, has acquired a sensory power that mystifies and frightens him.As these two, fiercely drawn to each other, fall in love andin passionate allianceset out to solve the mystery of her past and his unwelcome gift, the novel moves backward and forward in time from today's New Orleans and San Francisco to long-ago Amsterdam and a chteau in the France of Louis XIV.An intricate tale of evil unfoldsan evil unleashed in seventeenth-century Scotland, where the first ""witch,"" Suzanne of the Mayfair, conjures up the spirit she names Lasher... a creation that spells her own destruction and torments each of her descendants in turn.From the coffee plantations of Port au Prince, where the great Mayfair fortune is made and the legacy of their dark power is almost destroyed, to Civil War New Orleans, as Julienthe clan's only male to be endowed with occult powersprovides for the dynasty its foothold in America, the dark, luminous story encompasses dramas of seduction and death, episodes of tenderness and healing.And alwaysthrough peril and escape, tension and releasethere swirl around us the echoes of eternal war: innocence versus the corruption of the spirit, sanity against madness, life against death.With a dreamlike power, the novel draws us, through circuitous, twilight paths, to the present and Rowan's increasingly inspired and risky moves in the merciless game that binds her to her heritage. And in New Orleans, on Christmas Eve, this strangest of family sagas is brought to its startling climax.","['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Gothic']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327289387i/11901.jpg,https://www.goodreads.com/book/show/11901.The_Witching_Hour
White Fang,Jack London,4.02,"White Fang is part dog and part wolf, and the lone survivor of his family. In his lonely world, he soon learns to follow the harsh law of the North--kill or be killed. But nothing in White Fang's life can prepare him for the cruel owner who turns him into a vicious killer. Will White Fang ever know the kindness of a gentle master?","['Fiction', 'Classics', 'Adventure', 'Animals', 'Young Adult', 'Historical Fiction', 'Literature']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1475878443i/43035.jpg,https://www.goodreads.com/book/show/43035.White_Fang
The Hunt for Red October,Tom Clancy,4.11,"Here is the runaway bestseller that launched Tom Clancy's phenomenal career. A military thriller so gripping in its action and so convincing in its accuracy that the author was rumored to have been debriefed by the White House. Its theme: the greatest espionage coup in history. Its story: the chase for a top secret Russian missile sub. Lauded by the Washington Post as ""breathlessly exciting."" The Hunt for Red October remains a masterpiece of military fiction by one of the world's most popular authors, a man whose shockingly realistic scenarios continue to hold us in thrall.Somewhere under the Atlantic, a Soviet sub commander has just made a fateful decision. The Red October is heading west. The Americans want her. The Russians want her back. And the most incredible chase in history is on...","['Fiction', 'Thriller', 'Military Fiction', 'Mystery', 'Suspense', 'Adventure', 'Espionage']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691.jpg,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October
The Razor's Edge,W. Somerset Maugham,4.19,"Larry Darrell is a young American in search of the absolute. The progress of this spiritual odyssey involves him with some of Maugham's most brillant characters - his fiancee Isabel, whose choice between love and wealth have lifelong repercussions, and Elliot Templeton, her uncle, a classic expatriate American snob. The most ambitious of Maugham's novels, this is also one in which Maugham himself plays a considerable part as he wanders in and out of the story, to observe his characters struggling with their fates.","['Fiction', 'Literature', 'Classics', 'Philosophy', 'Historical Fiction', 'Novels', 'Literary Fiction']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925123i/31196.jpg,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge
White Noise,Don DeLillo,3.86,"The National Book Award-winning classic from the author of Underworld and Libra, now a Netflix film starring Adam Driver, Don Cheadle, and Greta GerwigWhite Noise tells the story of Jack Gladney, his fourth wife, Babette, and four ultramodern offspring as they navigate the rocky passages of family life to the background babble of brand-name consumerism. When an industrial accident unleashes an ""airborne toxic event,"" a lethal black chemical cloud floats over their lives. The menacing cloud is a more urgent and visible version of the ""white noise"" engulfing the Gladneysradio transmissions, sirens, microwaves, ultrasonic appliances, and TV murmuringspulsing with life, yet suggesting something ominous.Part of the Penguin Orange Collection, a limited-run series of twelve influential and beloved American classics in a bold series design offering a modern take on the iconic Penguin paperbackWinner of the 2016 AIGA + Design Observer 50 Books | 50 Covers competition","['Fiction', 'Classics', 'Literature', 'Novels', 'Literary Fiction', 'American', 'Contemporary']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1476807953i/28251250.jpg,https://www.goodreads.com/book/show/28251250-white-noise
Heart of Darkness and The Secret Sharer,Joseph Conrad,3.51,"Heart Of Darkness. The story of the civilized, enlightened Mr. Kurtz who embarks on a harrowing ""night journey"" into the savage heart of Africa, only to find his dark and evil soul. The Secret Sharer. The saga of a young, inexperienced skipper forced to decide the fate of a fugitive sailor who killed a man in self-defense. As he faces his first moral test the skipper discovers a terrifying truth -- and comes face to face with the secret itself. Heart Of Darkness and The Secret Sharer draw on actual events and people that Conrad met or heard about during his many far-flung travels. In portraying men whose incredible journeys on land and at sea are also symbolic voyages into their own mysterious depths, these two masterful works give credence to Conrad's acclaim as a major psychological writer.","['Classics', 'Fiction', 'Literature', 'School', 'Africa', 'Historical Fiction', 'Novels']",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388273132i/616828.jpg,https://www.goodreads.com/book/show/616828.Heart_of_Darkness_and_The_Secret_Sharer
